district,price,rooms,bathrooms,size
Puente-de-Vallecas,75000,1,1,25
Puente-de-Vallecas,173000,2,1,70
Puente-de-Vallecas,133900,2,1,69
Puente-de-Vallecas,250000,3,2,84
Puente-de-Vallecas,155000,3,1,90
Puente-de-Vallecas,135000,2,1,56
Puente-de-Vallecas,159500,3,2,113
Puente-de-Vallecas,130000,1,1,65
Puente-de-Vallecas,163000,3,1,97
Puente-de-Vallecas,110000,2,1,45
Puente-de-Vallecas,123000,2,1,65
Puente-de-Vallecas,215000,3,1,93
Puente-de-Vallecas,133000,3,1,70
Puente-de-Vallecas,145000,3,1,67
Puente-de-Vallecas,170000,2,1,68
Puente-de-Vallecas,139900,2,1,76
Puente-de-Vallecas,280000,2,2,122
Puente-de-Vallecas,139000,2,1,57
Puente-de-Vallecas,167000,3,1,70
Puente-de-Vallecas,178000,2,1,83
Moratalaz,265000,3,2,86
Moratalaz,200000,2,2,103
Moratalaz,285000,3,2,92
Moratalaz,165000,3,1,60
Moratalaz,299000,92,3,
Moratalaz,225000,3,1,60
Moratalaz,225000,3,1,65
Moratalaz,165000,2,2,59
Moratalaz,200000,2,1,59
Moratalaz,183000,2,1,80
Moratalaz,265000,3,1,96
Moratalaz,290000,3,2,96
Moratalaz,259000,4,1,91
Moratalaz,243000,3,2,95
Moratalaz,450000,3,2,117
Moratalaz,248000,2,1,60
Moratalaz,260000,2,2,90
Moratalaz,535000,3,2,131
Villaverde,130000,3,1,64
Villaverde,105600,3,1,62
Villaverde,116000,3,75,4
Villaverde,115000,2,1,54
Villaverde,95000,2,1,49
Villaverde,80000,2,1,46
Villaverde,165000,3,2,111
Villaverde,99999,2,1,45
Villaverde,172400,1,1,63
Villaverde,108000,2,1,61
Villaverde,230000,1,1,69
Villaverde,109500,2,1,61
Villaverde,168400,3,2,95
Villaverde,106500,2,1,62
Villaverde,113000,2,1,73
Villaverde,145000,3,1,58
Villaverde,235000,2,1,115
Villaverde,209900,3,1,92
Villaverde,95000,1,1,46
Villaverde,147000,3,1,80
Villaverde,165000,3,2,100
Villaverde,126700,2,1,66
Villa-de-Vallecas,120000,2,1,58
Villa-de-Vallecas,130000,2,2,80
Villa-de-Vallecas,179900,3,1,78
Villa-de-Vallecas,174000,1,1,51
Villa-de-Vallecas,179900,1,55,8
Villa-de-Vallecas,145000,3,1,75
Villa-de-Vallecas,103400,2,1,51
Villa-de-Vallecas,278000,2,2,119
Villa-de-Vallecas,195000,3,1,96
Villa-de-Vallecas,209000,3,2,90
Villa-de-Vallecas,175000,1,1,66
Villa-de-Vallecas,111000,2,1,52
Villa-de-Vallecas,148000,3,1,64
Villa-de-Vallecas,148000,3,1,105
Villa-de-Vallecas,155000,2,1,52
Villa-de-Vallecas,270000,2,2,91
Villa-de-Vallecas,199453,2,2,89
Villa-de-Vallecas,194000,2,1,72
Villa-de-Vallecas,190500,2,2,75
Villa-de-Vallecas,290000,4,2,113
Villa-de-Vallecas,145000,3,1,66
Villa-de-Vallecas,110000,3,1,57
Vicalvaro,400000,3,2,147
Vicalvaro,186200,52,4,
Vicalvaro,109000,3,1,56
Vicalvaro,138000,3,1,62
Vicalvaro,269000,2,2,98
Vicalvaro,264000,2,2,93
Vicalvaro,236000,4,1,105
Vicalvaro,222000,1,1,61
Vicalvaro,340500,2,2,88
Vicalvaro,120000,3,1,63
Vicalvaro,241500,2,1,69
Vicalvaro,242000,1,1,52
Vicalvaro,254000,3,2,86
Vicalvaro,150000,3,1,72
Vicalvaro,169900,3,2,99
Vicalvaro,137800,3,1,70
Vicalvaro,130000,2,1,54
Vicalvaro,120000,2,1,56
Vicalvaro,130000,2,1,65
Vicalvaro,369900,3,2,100
Vicalvaro,348000,3,2,100
Retiro,1350000,2,2,120
Moratalaz,345000,3,2,125
San-Blas,290000,4,2,139
Carabanchel,205000,3,1,96
Usera,156000,3,1,90
Usera,245900,3,2,135
Hortaleza,287000,3,2,95
Usera,134000,2,1,65
Fuencarral-El-Pardo,450000,4,2,103
Carabanchel,115000,2,1,64
Barrio-de-Salamanca,500000,1,1,57
Hortaleza,354000,1,1,78
